"","Beer","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery","City","state"
"714","Psychopathy",1126,0.069,70,92,"American IPA",12,"Madtree Brewing Company","Cincinnati","OH"
"715","Gnarly Brown",1125,0.07,32,92,"American Brown Ale",12,"Madtree Brewing Company","Cincinnati","OH"
"716","Happy Amber",1124,0.06,30,92,"American Amber / Red Ale",12,"Madtree Brewing Company","Cincinnati","OH"
"717","#9",1813,0.051,20,304,"Fruit / Vegetable Beer",16,"Magic Hat Brewing Company","South Burlington","VT"
"718","Elder Betty",1113,0.055,13,304,"Hefeweizen",12,"Magic Hat Brewing Company","South Burlington","VT"
"719","#9",360,0.051,20,304,"Fruit / Vegetable Beer",12,"Magic Hat Brewing Company","South Burlington","VT"
"720","Belgian Style Session Ale",1625,0.045,21,357,"Belgian Pale Ale",12,"Manayunk Brewing Company","Philadelphia","PA"
"721","Summer Paradise",1484,0.05,18,357,"American Pale Wheat Ale",12,"Manayunk Brewing Company","Philadelphia","PA"
"722","Monk from the 'Yunk",1356,0.09,30,357,"Tripel",12,"Manayunk Brewing Company","Philadelphia","PA"
"723","Schuylkill Punch",1355,0.06,14,357,"Fruit / Vegetable Beer",12,"Manayunk Brewing Company","Philadelphia","PA"
"724","Dreamin' Double IPA",1334,0.085,85,357,"American Double / Imperial IPA",12,"Manayunk Brewing Company","Philadelphia","PA"
"725","Chaotic Double IPA",1674,0.099,93,347,"American Double / Imperial IPA",12,"Manzanita Brewing Company","Santee","CA"
"726","Manzanita IPA",1673,0.08,88,347,"American IPA",12,"Manzanita Brewing Company","Santee","CA"
"727","Riverwalk Blonde Ale",1672,0.06,25,347,"American Blonde Ale",12,"Manzanita Brewing Company","Santee","CA"
"728","Gillespie Brown Ale",1671,0.095,49,347,"American Brown Ale",12,"Manzanita Brewing Company","Santee","CA"
"729","Manzanita Pale Ale",1670,0.066,44,347,"American Pale Ale (APA)",12,"Manzanita Brewing Company","Santee","CA"
"730","River House",2308,0.05,20,162,"Saison / Farmhouse Ale",16,"Martin House Brewing Company","Fort Worth","TX"
"731","Pretzel Stout",2268,0.065,47,162,"American Stout",16,"Martin House Brewing Company","Fort Worth","TX"
"732","Rubberneck Red",2197,0.05,35,162,"American Amber / Red Ale",16,"Martin House Brewing Company","Fort Worth","TX"
"733","Our Legacy IPA",1831,0.065,60,300,"American IPA",12,"Matt Brewing Company","Utica","NY"
"734","Our Legacy IPA",1135,0.065,60,300,"American IPA",16,"Matt Brewing Company","Utica","NY"
"735","Blueberry Blonde Ale",773,0.05,12,300,"American Blonde Ale",12,"Matt Brewing Company","Utica","NY"
"736","Lahaina Town Brown",1578,0.051,20,376,"American Brown Ale",12,"Maui Brewing Company","Lahaina","HI"
"737","Sobrehumano Palena'ole",690,0.06,24,376,"American Amber / Red Ale",12,"Maui Brewing Company","Lahaina","HI"
"738","La Perouse White",547,0.05,12,376,"Witbier",12,"Maui Brewing Company","Lahaina","HI"
"739","Flyin' HI.P.Hay",435,0.068,68,376,"American IPA",12,"Maui Brewing Company","Lahaina","HI"
"740","Mana Wheat",313,0.055,15,376,"American Pale Wheat Ale",12,"Maui Brewing Company","Lahaina","HI"
"741","Bikini Blonde Lager",33,0.045,18,376,"Munich Helles Lager",12,"Maui Brewing Company","Lahaina","HI"
"742","CoCoNut Porter",32,0.057,30,376,"American Porter",12,"Maui Brewing Company","Lahaina","HI"
"743","Big Swell IPA",31,0.062,65,376,"American IPA",12,"Maui Brewing Company","Lahaina","HI"
"744","Pit Stop Chocolate Porter",1237,0.037,34,449,"American Porter",12,"Mavericks Beer Company","Half Moon Bay","CA"
"745","Pace Setter Belgian Style Wit",1236,0.037,21,449,"Witbier",12,"Mavericks Beer Company","Half Moon Bay","CA"
"746","Back in the Saddle Rye Pale Ale",1047,0.037,53,449,"American Pale Ale (APA)",12,"Mavericks Beer Company","Half Moon Bay","CA"
"747","Tsunami IPA",2186,0.072,75,204,"American IPA",19.2,"Mehana Brewing Co.","Hilo","HI"
"748","Tsunami IPA",2185,0.072,75,204,"American IPA",12,"Mehana Brewing Co.","Hilo","HI"
"749","Humpback Blonde Ale",2184,0.042,22,204,"American Blonde Ale",12,"Mehana Brewing Co.","Hilo","HI"
"750","Hawaiian Crow Porter",2178,0.052,27,204,"American Porter",12,"Mehana Brewing Co.","Hilo","HI"
"751","Volcano Red Ale",2177,0.052,23,204,"American Amber / Red Ale",12,"Mehana Brewing Co.","Hilo","HI"
"752","Mauna Kea Pale Ale",2176,0.054,42,204,"American Pale Ale (APA)",12,"Mehana Brewing Co.","Hilo","HI"
"753","Shark Bait",1508,0.053,11,394,"Fruit / Vegetable Beer",12,"Miami Brewing Company","Miami","FL"
"754","Gator Tail Brown Ale",1507,0.053,30,394,"American Brown Ale",12,"Miami Brewing Company","Miami","FL"
"755","Miami Vice IPA",1506,0.071,62,394,"American IPA",12,"Miami Brewing Company","Miami","FL"
"756","Big Rod Coconut Ale",1325,0.053,16,394,"American Blonde Ale",12,"Miami Brewing Company","Miami","FL"
"757","Pleasure Town",2093,0.063,61,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage","AK"
"758","Pleasure Town IPA",1814,0.063,61,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage","AK"
"759","Snowshoe White Ale",587,0.048,12,224,"Witbier",12,"Midnight Sun Brewing Company","Anchorage","AK"
"760","Kodiak Brown Ale",586,0.05,24,224,"American Brown Ale",12,"Midnight Sun Brewing Company","Anchorage","AK"
"761","Sockeye Red IPA",434,0.057,70,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage","AK"
"762","Habitus (2014)",2668,0.08,100,4,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego","CA"
"763","Solis",2667,0.075,85,4,"American IPA",16,"Mike Hess Brewing Company","San Diego","CA"
"764","Jucundus",2666,0.06,24,4,"Wheat Ale",16,"Mike Hess Brewing Company","San Diego","CA"
"765","Habitus",2664,0.08,100,4,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego","CA"
"766","Grazias",2663,0.063,30,4,"Cream Ale",16,"Mike Hess Brewing Company","San Diego","CA"
"767","Claritas",2662,0.058,28,4,"Kölsch",16,"Mike Hess Brewing Company","San Diego","CA"
"768","Daft Funk",2530,0.043,8,66,"Berliner Weissbier",24,"Mikerphone Brewing","Chicago","IL"
"769","Hop Freak",1884,0.087,80,285,"American Double / Imperial IPA",16,"Milwaukee Brewing Company","Milwaukee","WI"
"770","Louie's Demise Amber Ale",1272,0.051,24,285,"American Amber / Red Ale",16,"Milwaukee Brewing Company","Milwaukee","WI"
"771","Hop Happy",1080,0.075,51,285,"American IPA",16,"Milwaukee Brewing Company","Milwaukee","WI"
"772","Booyah Farmhouse Ale",932,0.065,20,285,"Saison / Farmhouse Ale",16,"Milwaukee Brewing Company","Milwaukee","WI"
"773","Flaming Damsel Lager (2010)",172,0.048,18,285,"Vienna Lager",16,"Milwaukee Brewing Company","Milwaukee","WI"
"774","Louie’s Demise Immort-Ale (2010)",171,0.051,24,285,"American Amber / Red Ale",16,"Milwaukee Brewing Company","Milwaukee","WI"
"775","Mission IPA",2441,0.068,66,99,"American IPA",32,"Mission Brewery","San Diego","CA"
"776","El Conquistador Extra Pale Ale",1460,0.048,44,99,"American Pale Ale (APA)",32,"Mission Brewery","San Diego","CA"
"777","Shipwrecked Double IPA",1459,0.092,75,99,"American Double / Imperial IPA",32,"Mission Brewery","San Diego","CA"
"778","City of the Sun",2159,0.075,85,210,"American IPA",16,"Modern Times Beer","San Diego","CA"
"779","Booming Rollers",2157,0.068,75,210,"American IPA",16,"Modern Times Beer","San Diego","CA"
"780","Oneida",2156,0.052,50,210,"American Pale Ale (APA)",16,"Modern Times Beer","San Diego","CA"
"781","Aurora ",2154,0.067,75,210,"American Amber / Red Ale",16,"Modern Times Beer","San Diego","CA"
"782","Lomaland",1495,0.055,30,210,"Saison / Farmhouse Ale",16,"Modern Times Beer","San Diego","CA"
"783","Fortunate Islands",1494,0.047,46,210,"American Pale Wheat Ale",16,"Modern Times Beer","San Diego","CA"
"784","Black House",1493,0.058,40,210,"American Stout",16,"Modern Times Beer","San Diego","CA"
"785","Blazing World",1492,0.065,115,210,"American Amber / Red Ale",16,"Modern Times Beer","San Diego","CA"
"786","Montauk Summer Ale",1907,0.056,28,277,"American Blonde Ale",12,"Montauk Brewing Company","Montauk","NY"
"787","Driftwood Ale",1906,0.06,49,277,"Extra Special / Strong Bitter (ESB)",12,"Montauk Brewing Company","Montauk","NY"
"788","When Helles Freezes Over",1756,0.056,18,327,"Munich Helles Lager",12,"Morgan Street Brewery","Saint Louis","MO"
"789","Morgan Street Oktoberfest",1617,0.049,24,327,"Märzen / Oktoberfest",12,"Morgan Street Brewery","Saint Louis","MO"
"790","Honey Wheat",1052,0.047,14,327,"American Pale Wheat Ale",12,"Morgan Street Brewery","Saint Louis","MO"
"791","Black Bear Dark Lager",1051,0.046,24,327,"Schwarzbier",12,"Morgan Street Brewery","Saint Louis","MO"
"792","Golden Pilsner",1046,0.05,35,327,"German Pilsener",12,"Morgan Street Brewery","Saint Louis","MO"
"793","Cali Creamin'",2413,0.052,21,112,"Cream Ale",12,"Mother Earth Brew Company","Vista","CA"
"794","Towhead",2237,0.052,21,189,"American Blonde Ale",12,"Mother's Brewing","Springfield","MO"
"795","Lil' Helper",2208,0.07,70,189,"American IPA",12,"Mother's Brewing","Springfield","MO"
"796","Mustang Golden Ale",421,0.053,10,367,"American Blonde Ale",12,"Mustang Brewing Company","Mustang","OK"
"797","Washita Wheat",420,0.053,14,367,"American Pale Wheat Ale",12,"Mustang Brewing Company","Mustang","OK"
"798","Gansett Light",2345,0.037,10,144,"Light Lager",16,"Narragansett Brewing Company","Providence","RI"
"799","Bohemian Pils",2224,0.052,30,144,"American Pilsner",16,"Narragansett Brewing Company","Providence","RI"
"800","Autocrat Coffee Milk Stout",1775,0.053,30,144,"Milk / Sweet Stout",16,"Narragansett Brewing Company","Providence","RI"
"801","Narragansett Bohemian Pilsner",1291,0.086,35,144,"German Pilsener",16,"Narragansett Brewing Company","Providence","RI"
"802","Narragansett Summer Ale",1093,0.042,24,144,"American Pale Wheat Ale",12,"Narragansett Brewing Company","Providence","RI"
"803","Narragansett Cream Ale",580,0.05,22,144,"Cream Ale",16,"Narragansett Brewing Company","Providence","RI"
"804","Narragansett Summer Ale",403,0.042,24,144,"American Pale Wheat Ale",16,"Narragansett Brewing Company","Providence","RI"
"805","Narragansett Porter",316,0.07,22,144,"American Porter",16,"Narragansett Brewing Company","Providence","RI"
"806","Narragansett Bock",315,0.065,32,144,"Bock",16,"Narragansett Brewing Company","Providence","RI"
"807","Narragansett Fest Lager",314,0.055,15,144,"Märzen / Oktoberfest",16,"Narragansett Brewing Company","Providence","RI"
"808","Old Grogham Imperial India Pale Ale",1265,0.085,86,388,"American Double / Imperial IPA",16,"Natian Brewery","Portland","OR"
"809","Old Grogham Imperial India Pale Ale (2012)",747,0.085,86,388,"American Double / Imperial IPA",16,"Natian Brewery","Portland","OR"
"810","Wick For Brains",1705,0.061,11,338,"Pumpkin Ale",12,"Nebraska Brewing Company","Papillion","NE"
"811","Nebraska India Pale Ale",1148,0.065,65,338,"American IPA",12,"Nebraska Brewing Company","Papillion","NE"
"812","EOS Hefeweizen",1147,0.048,10,338,"Hefeweizen",12,"Nebraska Brewing Company","Papillion","NE"
"813","Brunette Nut Brown Ale",1146,0.048,15,338,"English Brown Ale",12,"Nebraska Brewing Company","Papillion","NE"
"814","Cardinal Pale Ale",1145,0.057,29,338,"American Pale Ale (APA)",12,"Nebraska Brewing Company","Papillion","NE"
"815","Slow Ride",2475,0.045,40,83,"American IPA",12,"New Belgium Brewing Company","Fort Collins","CO"
"816","Ranger IPA",2230,0.065,70,83,"American IPA",12,"New Belgium Brewing Company","Fort Collins","CO"
"817","Shift",1987,0.05,29,83,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins","CO"
"818","1554 Black Lager",1978,0.056,21,83,"Euro Dark Lager",12,"New Belgium Brewing Company","Fort Collins","CO"
"819","Fat Tire Amber Ale",1586,0.052,18,83,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins","CO"
"820","Shift (1)",952,0.05,29,83,"American Pale Lager",12,"New Belgium Brewing Company","Fort Collins","CO"
"821","Fat Tire Amber Ale (2011)",748,0.052,18,83,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins","CO"
"822","Shift",578,0.05,29,83,"American Pale Lager",16,"New Belgium Brewing Company","Fort Collins","CO"
"823","Ranger IPA",564,0.065,70,83,"American IPA",16,"New Belgium Brewing Company","Fort Collins","CO"
"824","Fat Tire Amber Ale",563,0.052,18,83,"American Amber / Red Ale",16,"New Belgium Brewing Company","Fort Collins","CO"
"825","Ranger IPA (Current)",115,0.065,70,83,"American IPA",12,"New Belgium Brewing Company","Fort Collins","CO"
"826","Fat Tire Amber Ale (2008)",71,0.052,18,83,"American Amber / Red Ale",12,"New Belgium Brewing Company","Fort Collins","CO"
"827","Weiss Trash Culture",1417,0.034,6,411,"Berliner Weissbier",12,"New England Brewing Company","Woodbridge","CT"
"828","Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,411,"American Double / Imperial IPA",12,"New England Brewing Company","Woodbridge","CT"
"829","Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,411,"American Double / Imperial IPA",16,"New England Brewing Company","Woodbridge","CT"
"830","Skylight",2043,0.056,20,242,"Dunkelweizen",12,"New Republic Brewing Company","College Station","TX"
"831","Kadigan",2042,0.056,30,242,"American Blonde Ale",12,"New Republic Brewing Company","College Station","TX"
"832","Dammit Jim!",2041,0.052,50,242,"American Amber / Red Ale",12,"New Republic Brewing Company","College Station","TX"
"833","Cream Ale",2050,0.042,35,239,"Cream Ale",12,"Newburgh Brewing Company","Newburgh","NY"
"834","Jam Session",1622,0.051,31,360,"American Pale Ale (APA)",16,"NoDa Brewing Company","Charlotte","NC"
"835","Hop Drop 'N Roll IPA",1621,0.072,80,360,"American IPA",16,"NoDa Brewing Company","Charlotte","NC"
"836","Get Together",2692,0.045,50,1,"American IPA",16,"NorthGate Brewing ","Minneapolis","MN"
"837","Maggie's Leap",2691,0.049,26,1,"Milk / Sweet Stout",16,"NorthGate Brewing ","Minneapolis","MN"
"838","Wall's End",2690,0.048,19,1,"English Brown Ale",16,"NorthGate Brewing ","Minneapolis","MN"
"839","Pumpion",2689,0.06,38,1,"Pumpkin Ale",16,"NorthGate Brewing ","Minneapolis","MN"
"840","Stronghold",2688,0.06,25,1,"American Porter",16,"NorthGate Brewing ","Minneapolis","MN"
"841","Parapet ESB",2687,0.056,47,1,"Extra Special / Strong Bitter (ESB)",16,"NorthGate Brewing ","Minneapolis","MN"
"842","Three Skulls Ale Pale Ale",1226,0.063,42,451,"American Pale Ale (APA)",16,"Northwest Brewing Company","Pacific","WA"
"843","5 Day IPA",1258,0.061,66,443,"American IPA",12,"O'Fallon Brewery","O'Fallon","MO"
"844","O'Fallon Wheach",128,0.051,7,443,"Fruit / Vegetable Beer",12,"O'Fallon Brewery","O'Fallon","MO"
"845","Watershed IPA",2331,0.067,70,151,"American IPA",12,"Oakshire Brewing","Eugene","OR"
"846","Oakshire Amber Ale",1669,0.054,24,151,"American Amber / Red Ale",12,"Oakshire Brewing","Eugene","OR"
"847","Overcast Espresso Stout",1668,0.058,27,151,"American Stout",12,"Oakshire Brewing","Eugene","OR"
"848","Watershed IPA (2013)",999,0.067,70,151,"American IPA",12,"Oakshire Brewing","Eugene","OR"
"849","Lake Monster",2247,0.082,25,185,"Baltic Porter",16,"Oasis Texas Brewing Company","Austin","TX"
"850","London Homesick Ale",2071,0.049,27,185,"English Bitter",12,"Oasis Texas Brewing Company","Austin","TX"
"851","Luchesa Lager",2070,0.048,35,185,"Keller Bier / Zwickel Bier",12,"Oasis Texas Brewing Company","Austin","TX"
"852","Slow Ride",2069,0.048,35,185,"American Pale Ale (APA)",12,"Oasis Texas Brewing Company","Austin","TX"
"853","Perpetual Darkness",2335,0.092,72,149,"Belgian Strong Dark Ale",12,"Odyssey Beerwerks","Arvada","CO"
"854","Clan Warrior",2334,0.087,29,149,"Scotch Ale / Wee Heavy",12,"Odyssey Beerwerks","Arvada","CO"
"855","Psycho Penguin Vanilla Porter",2333,0.054,36,149,"American Porter",12,"Odyssey Beerwerks","Arvada","CO"
"856","The Hole in Hadrian's Wall",1059,0.095,19,472,"Scottish Ale",16,"Okoboji Brewing Company","Spirit Lake","IA"
"857","33 Select Brown Ale",1058,0.065,26,472,"American Brown Ale",16,"Okoboji Brewing Company","Spirit Lake","IA"
"858","Midwest Charm Farmhouse Ale",603,0.06,29,472,"Saison / Farmhouse Ale",16,"Okoboji Brewing Company","Spirit Lake","IA"
"859","Boji Blue Pale Ale",602,0.05,45,472,"American Pale Ale (APA)",16,"Okoboji Brewing Company","Spirit Lake","IA"
"860","Winter Games Select #32 Stout",601,0.057,26,472,"American Stout",16,"Okoboji Brewing Company","Spirit Lake","IA"
"861","Boji Beach Golden Rye Ale",600,0.05,23,472,"Rye Beer",16,"Okoboji Brewing Company","Spirit Lake","IA"
"862","Falling Down Brown Ale",1487,0.065,65,302,"American Brown Ale",16,"Old Forge Brewing Company","Danville","PA"
"863","Old Forge Pumpkin Ale",1394,0.046,20,302,"Pumpkin Ale",16,"Old Forge Brewing Company","Danville","PA"
"864","Pinner Throwback IPA",2302,0.049,35,167,"American IPA",12,"Oskar Blues Brewery","Longmont","CO"
"865","Dale's Pale Ale",1444,0.065,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont","CO"
"866","Dale's Pale Ale",1252,0.065,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont","CO"
"867","Mama's Little Yella Pils",1167,0.053,35,167,"Czech Pilsener",19.2,"Oskar Blues Brewery","Longmont","CO"
"868","Dale's Pale Ale",955,0.065,65,167,"American Pale Ale (APA)",19.2,"Oskar Blues Brewery","Longmont","CO"
"869","Dale's Pale Ale (10 Year Anniversary)",892,0.065,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont","CO"
"870","Dale's Pale Ale (2012)",828,0.065,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont","CO"
"871","Gordon Imperial Red (2010)",806,0.087,85,167,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Longmont","CO"
"872","Dale's Pale Ale (2011)",755,0.065,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont","CO"
"873","Dale's Pale Ale (2010)",754,0.065,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont","CO"
"874","G'KNIGHT (16 oz.)",726,0.087,85,167,"American Double / Imperial IPA",16,"Oskar Blues Brewery","Longmont","CO"
"875","HGH (Home Grown Hops): Part Duh",585,0.08,70,167,"American Strong Ale",12,"Oskar Blues Brewery","Longmont","CO"
"876","One Hit Wonder",391,0.09,60,167,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Longmont","CO"
"877","G'KNIGHT (12 oz.)",388,0.087,85,167,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Longmont","CO"
"878","Ten Fidy Imperial Stout",8,0.099,98,167,"Russian Imperial Stout",12,"Oskar Blues Brewery","Longmont","CO"
"879","Mama's Little Yella Pils",7,0.053,35,167,"Czech Pilsener",12,"Oskar Blues Brewery","Longmont","CO"
"880","GUBNA Imperial IPA",6,0.099,100,167,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Longmont","CO"
"881","Old Chub",5,0.08,35,167,"Scottish Ale",12,"Oskar Blues Brewery","Longmont","CO"
"882","Gordon Ale (2009)",4,0.087,85,167,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Longmont","CO"
"883","Dale's Pale Ale",1,0.065,65,167,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Longmont","CO"
"884","Gordon (2005)",805,0.092,85,504,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Lyons","CO"
"885","Ten Fidy Imperial Stout (2008)",804,0.095,98,504,"Russian Imperial Stout",12,"Oskar Blues Brewery","Lyons","CO"
"886","Ten Fidy Imperial Stout (2007)",803,0.099,98,504,"Russian Imperial Stout",12,"Oskar Blues Brewery","Lyons","CO"
"887","Old Chub (2008)",787,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons","CO"
"888","Old Chub (2004)",786,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons","CO"
"889","Old Chub (2003)",785,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons","CO"
"890","Dale's Pale Ale (2008)",745,0.065,65,504,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Lyons","CO"
"891","Dale's Pale Ale (2006)",744,0.065,65,504,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Lyons","CO"
"892","Dale's Pale Ale (2004)",743,0.065,65,504,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Lyons","CO"
"893","Dale's Pale Ale (2003)",742,0.065,65,504,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Lyons","CO"
"894","Dale's Pale Ale (2002)",741,0.065,65,504,"American Pale Ale (APA)",12,"Oskar Blues Brewery","Lyons","CO"
"895","Gordon Beer (2006)",733,0.087,60,504,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Lyons","CO"
"896","G'KNIGHT",1533,0.087,85,390,"American Double / Imperial IPA",12,"Oskar Blues Brewery (North Carol...","Brevard","NC"
"897","Ten Fidy",1532,0.099,98,390,"Russian Imperial Stout",12,"Oskar Blues Brewery (North Carol...","Brevard","NC"
"898","Deviant Dale's IPA",1328,0.08,85,390,"American Double / Imperial IPA",16,"Oskar Blues Brewery (North Carol...","Brevard","NC"
"899","Old Chub",1175,0.08,35,390,"Scottish Ale",12,"Oskar Blues Brewery (North Carol...","Brevard","NC"
"900","Dale's Pale Ale",1166,0.065,65,390,"American Pale Ale (APA)",19.2,"Oskar Blues Brewery (North Carol...","Brevard","NC"
"901","Dale's Pale Ale",1065,0.065,65,390,"American Pale Ale (APA)",12,"Oskar Blues Brewery (North Carol...","Brevard","NC"
"902","Fresh Slice White IPA",1908,0.055,45,276,"American White IPA",12,"Otter Creek Brewing","Middlebury","VT"
"903","Overgrown American Pale Ale",1946,0.055,55,262,"American Pale Ale (APA)",12,"Otter Creek Brewing","Waterbury","VT"
"904","Ozark American Pale Ale",1961,0.04,39,260,"American Pale Ale (APA)",12,"Ozark Beer Company","Rogers","AR"
"905","Rustic Red",1268,0.052,23,442,"Irish Red Ale",16,"Pateros Creek Brewing Company","Fort Collins","CO"
"906","Stimulator Pale Ale",697,0.053,48,442,"American Pale Ale (APA)",16,"Pateros Creek Brewing Company","Fort Collins","CO"
"907","Old Town Ale",696,0.045,22,442,"Kölsch",16,"Pateros Creek Brewing Company","Fort Collins","CO"
"908","Car 21",695,0.044,28,442,"English Bitter",16,"Pateros Creek Brewing Company","Fort Collins","CO"
"909","Cache La Porter",694,0.05,24,442,"American Porter",16,"Pateros Creek Brewing Company","Fort Collins","CO"
"910","Rodeo Rye Pale Ale",1805,0.042,35,308,"American Pale Ale (APA)",12,"Payette Brewing Company","Garden City","ID"
"911","Outlaw IPA",1048,0.062,65,308,"American IPA",12,"Payette Brewing Company","Garden City","ID"
"912","Payette Pale Ale",890,0.048,35,308,"American Pale Ale (APA)",12,"Payette Brewing Company","Garden City","ID"
"913","Mutton Buster",775,0.055,25,308,"American Brown Ale",12,"Payette Brewing Company","Garden City","ID"
"914","Summer Session Ale",1930,0.05,61,267,"American Pale Wheat Ale",12,"Peak Organic Brewing Company","Portland","ME"
"915","Lobo Lito",2238,0.04,12,188,"Light Lager",12,"Pedernales Brewing Company","Fredericksburg","TX"
"916","Robert Earl Keen Honey Pils",2144,0.05,17,188,"American Pilsner",12,"Pedernales Brewing Company","Fredericksburg","TX"
"917","Mound Builder IPA",2175,0.065,77,206,"American IPA",12,"People's Brewing Company","Lafayette","IN"
"918","Amazon Princess IPA",2168,0.062,62,206,"American IPA",12,"People's Brewing Company","Lafayette","IN"
"919","Hotbox Brown",2633,0.055,10,14,"American Brown Ale",12,"Perrin Brewing Company","Comstock Park","MI"
"920","Gold",2632,0.048,15,14,"American Blonde Ale",12,"Perrin Brewing Company","Comstock Park","MI"
"921","98 Problems (Cuz A Hop Ain't One)",2630,0.065,65,14,"American IPA",12,"Perrin Brewing Company","Comstock Park","MI"
"922","Veteran’s Pale Ale (VPA)",2629,0.05,40,14,"American Pale Ale (APA)",12,"Perrin Brewing Company","Comstock Park","MI"
"923","Grapefruit IPA",2628,0.05,35,14,"American IPA",12,"Perrin Brewing Company","Comstock Park","MI"
"924","Sparkle",2635,0.041,12,12,"American Pale Lager",16,"Petoskey Brewing","Petoskey","MI"
"925","North 45 Amber Ale",1404,0.059,25,12,"American Amber / Red Ale",16,"Petoskey Brewing","Petoskey","MI"
"926","Horny Monk",1403,0.069,20,12,"Dubbel",16,"Petoskey Brewing","Petoskey","MI"
"927","Mind's Eye PA",1402,0.067,74,12,"American IPA",16,"Petoskey Brewing","Petoskey","MI"
"928","Camelback",2312,0.061,60,158,"American IPA",12,"Phoenix Ale Brewery","Phoenix","AZ"
"929","Elephant Rock IPA",1384,0.07,75,356,"American IPA",12,"Pikes Peak Brewing Company","Monument","CO"
"930","Hot Date Ale",1791,0.06,20,315,"Chile Beer",16,"Piney River Brewing Company","Bucryus","MO"
"931","Sweet Potato Ale",1491,0.06,24,315,"Fruit / Vegetable Beer",16,"Piney River Brewing Company","Bucryus","MO"
"932","Float Trip Ale",1335,0.045,18,315,"American Blonde Ale",16,"Piney River Brewing Company","Bucryus","MO"
"933","Old Tom Porter",847,0.055,25,315,"American Porter",16,"Piney River Brewing Company","Bucryus","MO"
"934","Black Walnut Wheat",846,0.045,18,315,"American Dark Wheat Ale",16,"Piney River Brewing Company","Bucryus","MO"
"935","McKinney Eddy Amber Ale",521,0.055,20,315,"American Amber / Red Ale",16,"Piney River Brewing Company","Bucryus","MO"
"936","Missouri Mule India Pale Ale",479,0.07,70,315,"American IPA",16,"Piney River Brewing Company","Bucryus","MO"
"937","GreyBeard™ IPA",1760,0.069,51,325,"American IPA",12,"Pisgah Brewing Company","Black Mountain","NC"
"938","Pisgah Pale Ale",1759,0.057,31,325,"American Pale Ale (APA)",12,"Pisgah Brewing Company","Black Mountain","NC"
"939","Mazzie",2553,0.054,45,56,"American Pale Ale (APA)",12,"Pollyanna Brewing Company","Lemont","IL"
"940","Morning Wood Wheat (Current)",2360,0.059,14,136,"American Pale Wheat Ale",12,"Pug Ryan's Brewery","Dillon","CO"
"941","Hideout Helles",1463,0.069,17,136,"Munich Helles Lager",12,"Pug Ryan's Brewery","Dillon","CO"
"942","Dead Eye Dunkel",1462,0.06,15,136,"Munich Dunkel Lager",12,"Pug Ryan's Brewery","Dillon","CO"
"943","Peacemaker Pilsner",1461,0.058,21,136,"Czech Pilsener",12,"Pug Ryan's Brewery","Dillon","CO"
"944","Over the Rail Pale Ale",711,0.057,68,136,"American Pale Ale (APA)",12,"Pug Ryan's Brewery","Dillon","CO"
"945","Pallavicini Pilsner (2009)",188,0.058,21,136,"Czech Pilsener",12,"Pug Ryan's Brewery","Dillon","CO"
"946","Morning Wood Wheat (Current)",130,0.059,14,136,"American Pale Wheat Ale",12,"Pug Ryan's Brewery","Dillon","CO"
"947","Pyramid Hefeweizen (2011)",399,0.052,18,545,"Hefeweizen",12,"Pyramid Breweries","Seattle","WA"
"948","Haywire Hefeweizen (2010)",82,0.052,18,545,"Hefeweizen",16,"Pyramid Breweries","Seattle","WA"
"949","Golden Fleece",2031,0.045,35,247,"Belgian Pale Ale",12,"Quest Brewing Company","Greenville","SC"
